H,Completeness,Quality Factor
0.6666666666666666,0.8805045950626024,0.8805045950626024
0.6666666666666666,0.6749565944982782,0.6749565944982782
0.6666666666666666,0.7118524609276162,0.7118524609276162
0.6666666666666666,0.6874354714049558,0.6874354714049558
0.6666666666666666,0.6824848594692967,0.6824848594692967
0.6666666666666666,0.5486487981442496,0.5486487981442496
0.6666666666666666,0.399027072417034,0.399027072417034
0.6666666666666666,0.36488929608776455,0.36488929608776455
0.6666666666666666,0.5024915618209383,0.5024915618209383
0.6666666666666666,0.2054715743154981,0.2054715743154981
0.6666666666666666,0.10485531791909182,0.10485531791909182
0.6666666666666666,0.32836893395547684,0.32836893395547684
0.6666666666666666,0.2590051306112773,0.2590051306112773
0.6666666666666666,0.3818356147793966,0.3818356147793966
0.6666666666666666,0.2789633887377094,0.2789633887377094
0.6666666666666666,0.44212798999518504,0.44212798999518504
0.6666666666666666,0.6840696383719052,0.6840696383719052
0.6666666666666666,0.7185994533113228,0.7185994533113228
0.6666666666666666,0.7089373834995525,0.7089373834995525
0.6666666666666666,0.9922727553336267,0.9922727553336267
0.6666666666666666,0.5908886363018616,0.5908886363018616
0.6666666666666666,0.7355272714418039,0.7355272714418039
0.6666666666666666,0.6040564933375704,0.6040564933375704
0.6666666666666666,0.8630923917743416,0.8630923917743416
0.6666666666666666,0.8607025479818214,0.8607025479818214
0.6666666666666666,0.38908309291752285,0.38908309291752285
0.6666666666666666,0.3752468908399661,0.3752468908399661
0.8333333333333334,0.0,0.0
0.8333333333333334,0.5347687135770328,0.5347687135770328
0.8333333333333334,0.0,0.0
0.8333333333333334,0.40803751079623435,0.40803751079623435
0.8333333333333334,0.0,0.0
0.8333333333333334,0.6008883158124438,0.6008883158124438
0.8333333333333334,0.37757685471661384,0.37757685471661384
0.8333333333333334,0.0,0.0
0.8333333333333334,0.0,0.0
0.8333333333333334,0.42126047887008744,0.42126047887008744
0.8333333333333334,0.0,0.0
0.8333333333333334,0.0,0.0
0.8333333333333334,0.0,0.0
0.8333333333333334,0.6704422622547878,0.6704422622547878
0.8333333333333334,0.3150627113531351,0.3150627113531351
0.8333333333333334,0.0,0.0
0.8333333333333334,0.46884176158132324,0.46884176158132324
0.8333333333333334,0.6966233478948809,0.6966233478948809
0.8333333333333334,0.41070315818982644,0.41070315818982644
0.8333333333333334,0.372587112140894,0.372587112140894
1.0,0.26830853894872353,0.26830853894872353
1.0,0.0,0.0
1.0,0.4153560623408051,0.4153560623408051
1.0,0.3455588700797202,0.3455588700797202
1.0,0.4271544381249564,0.0
1.0,0.4421880101427068,0.4421880101427068
1.0,0.2842472251281781,0.2842472251281781
1.0,0.2258410136738519,0.2258410136738519
1.0,0.5182713795649889,0.5182713795649889
1.0,0.0,0.0
1.0,0.402862963941587,0.402862963941587
1.0,0.23432886679236978,0.23432886679236978
1.0,0.2949319462617576,0.2949319462617576
