filename,H,pitch,accurate,correct,performance
DJI_20250601173600_0032_V.JPG,68.608,-90.0,0.36455949867697685,1,0.36455949867697685
DJI_20250316143054_0005_V.JPG,35.086,-73.7,0.7852097187745501,1,0.7852097187745501
DJI_20250316143059_0006_V.JPG,35.092,-89.9,0.6839121099829066,1,0.6839121099829066
DJI_20250316143102_0007_V.JPG,35.099,-90.0,0.5140137072471351,1,0.5140137072471351
DJI_20250316143106_0008_V.JPG,34.955,-89.9,0.8347639912063148,1,0.8347639912063148
DJI_20250316143203_0012_V.JPG,36.407,-89.9,0.7240171255835284,1,0.7240171255835284
DJI_20250318171526_0001_V.JPG,61.476,-90.0,0.38953990976593544,1,0.38953990976593544
DJI_20250318171529_0002_V.JPG,61.527,-90.0,0.5234605797540832,1,0.5234605797540832
DJI_20250318173943_0015_V.JPG,55.41,-90.0,0.9278166748558031,1,0.9278166748558031
DJI_20250318173946_0016_V.JPG,55.424,-90.0,0.9358658180812054,1,0.9358658180812054
DJI_20250401163337_0001_V.JPG,27.708,-90.0,0.5824136379346981,1,0.5824136379346981
DJI_20250401163432_0002_V.JPG,26.485,-90.0,0.6173210372582714,1,0.6173210372582714
DJI_20250401163439_0003_V.JPG,26.501,-90.0,0.5315167823073773,1,0.5315167823073773
DJI_20250401164543_0035_V.JPG,39.518,-90.0,0.7126502504271471,1,0.7126502504271471
DJI_20250527174612_0060_V.JPG,79.309,-89.9,0.31454225787546575,1,0.31454225787546575
DJI_20250527174615_0061_V.JPG,79.274,-90.0,0.37695313398901875,1,0.37695313398901875
DJI_20250527174618_0062_V.JPG,79.451,-89.9,0.0,1,0.0
DJI_20250527174620_0063_V.JPG,79.558,-90.0,0.0,1,0.0
DJI_20250527174648_0064_V.JPG,78.968,-89.9,0.6693347555546877,1,0.6693347555546877
DJI_20250527174702_0065_V.JPG,108.761,-90.0,0.4528525281373465,1,0.4528525281373465
DJI_20250602162008_0026_V.JPG,55.627,-90.0,0.5348708112672738,1,0.5348708112672738
DJI_20250602162017_0027_V.JPG,66.695,-89.9,0.5398531812578434,1,0.5398531812578434
DJI_20250602162024_0028_V.JPG,78.29,-89.9,0.0,1,0.0
DJI_20250602162030_0029_V.JPG,87.729,-89.9,0.0,1,0.0
DJI_20250602162428_0042_V.JPG,40.188,-89.9,0.5208348334139091,1,0.5208348334139091
DJI_20250602162431_0043_V.JPG,45.857,-90.0,0.708716994192704,1,0.708716994192704
DJI_20250602162432_0044_V.JPG,51.601,-89.9,0.7971826774163181,1,0.7971826774163181
DJI_20250602162656_0045_V.JPG,52.813,-90.0,0.7937233502358001,1,0.7937233502358001
DJI_20250602162659_0046_V.JPG,52.878,-89.9,0.8035088253349771,1,0.8035088253349771
DJI_20250602162708_0047_V.JPG,45.832,-89.9,0.0,1,0.0
DJI_20250602162714_0048_V.JPG,45.887,-89.9,0.6783199418223097,1,0.6783199418223097
DJI_20250602162718_0049_V.JPG,46.744,-89.9,0.0,1,0.0
DJI_20250602162720_0050_V.JPG,49.116,-89.9,0.0,1,0.0
DJI_20250602162934_0070_V.JPG,86.106,-90.0,0.34498803971616043,1,0.34498803971616043
DJI_20250602162938_0071_V.JPG,84.175,-90.0,0.2678653187312848,1,0.2678653187312848
DJI_20250602163519_0011_V.JPG,36.705,-89.9,0.44022647183222224,1,0.44022647183222224
DJI_20250602163525_0012_V.JPG,39.11,-90.0,0.2432522728159507,1,0.2432522728159507
DJI_20250602163528_0013_V.JPG,41.008,-90.0,0.22880998432996624,1,0.22880998432996624
DJI_20250602163531_0014_V.JPG,43.854,-89.9,0.19099792800247192,1,0.19099792800247192
DJI_20250602163533_0015_V.JPG,48.658,-90.0,0.6522667924432662,1,0.6522667924432662
DJI_20250602163536_0016_V.JPG,51.654,-89.9,0.7312069163997292,1,0.7312069163997292
DJI_20250602163540_0017_V.JPG,58.669,-90.0,0.6620789013687606,1,0.6620789013687606
DJI_20250602163545_0018_V.JPG,65.639,-89.9,0.3877605211048727,1,0.3877605211048727
DJI_20250318171927_0012_V.JPG,60.815,-90.0,0.9835541804416809,1,0.9835541804416809
DJI_20250318172054_0020_V.JPG,58.138,-58.9,0.5777036535062904,1,0.5777036535062904
DJI_20250318172431_0033_V.JPG,63.223,-73.3,0.7095791817803044,1,0.7095791817803044
DJI_20250318172605_0040_V.JPG,63.173,-76.2,0.44133225873174325,1,0.44133225873174325
DJI_20250318172738_0050_V.JPG,62.924,-80.1,0.38142395056006545,1,0.38142395056006545
DJI_20250318173938_0013_V.JPG,55.504,-90.0,0.9539366962500367,1,0.9539366962500367
DJI_20250401164548_0036_V.JPG,39.484,-90.0,0.7945313801815542,1,0.7945313801815542
DJI_20250402175155_0025_V.JPG,57.055,-78.7,0.0042041746785297,1,0.0042041746785297
DJI_20250527173926_0003_V.JPG,63.987,-89.9,0.4109757725917244,1,0.4109757725917244
DJI_20250527174610_0059_V.JPG,79.277,-90.0,0.0,1,0.0
DJI_20250527174708_0066_V.JPG,113.966,-90.0,0.28301590621276274,1,0.28301590621276274
DJI_20250601173058_0009_V.JPG,73.862,-90.0,0.0,1,0.0
DJI_20250602164054_0077_V.JPG,56.055,-90.0,0.1832646575267079,1,0.1832646575267079
DJI_20250602164056_0078_V.JPG,59.567,-90.0,0.2125238179846462,1,0.2125238179846462
DJI_20250603180225_0018_V.JPG,43.767,-90.0,0.7192302113050626,1,0.7192302113050626
DJI_20250603180338_0019_V.JPG,31.874,-90.0,0.0,1,0.0
DJI_20250603180348_0022_V.JPG,25.317,-89.9,0.6571858897499242,1,0.6571858897499242
DJI_20250603180351_0023_V.JPG,23.576,-90.0,0.7026725779427473,1,0.7026725779427473
DJI_20250603180515_0025_V.JPG,31.877,-90.0,0.43682095945933963,1,0.43682095945933963
DJI_20250318171930_0013_V.JPG,60.774,-89.9,0.9725530230569375,1,0.9725530230569375
DJI_20250318171932_0014_V.JPG,60.812,-90.0,0.90636171527009,1,0.90636171527009
DJI_20250318171958_0015_V.JPG,54.799,-90.0,0.8998741723727794,1,0.8998741723727794
DJI_20250318172002_0016_V.JPG,54.697,-89.9,0.997173978450061,1,0.997173978450061
DJI_20250318172007_0017_V.JPG,54.792,-89.9,0.9965814849368453,1,0.9965814849368453
DJI_20250318172011_0018_V.JPG,54.873,-90.0,0.7707116930786724,1,0.7707116930786724
DJI_20250318171532_0003_V.JPG,61.46,-90.0,0.6698816398916975,1,0.6698816398916975
DJI_20250318171550_0004_V.JPG,61.332,-89.9,0.896303582998214,1,0.896303582998214
DJI_20250318171552_0005_V.JPG,61.321,-89.9,0.9372766119709453,1,0.9372766119709453
DJI_20250318171555_0006_V.JPG,61.215,-89.9,0.9275984317954922,1,0.9275984317954922
DJI_20250318171709_0007_V.JPG,61.465,-90.0,0.30920579443919366,1,0.30920579443919366
DJI_20250318171719_0008_V.JPG,61.685,-89.9,0.7233662089227583,1,0.7233662089227583
DJI_20250318171729_0009_V.JPG,61.595,-89.9,0.8422062927296975,1,0.8422062927296975
DJI_20250318171815_0011_V.JPG,62.618,-90.0,0.48186015159635365,1,0.48186015159635365
DJI_20250318172057_0021_V.JPG,57.984,-60.6,0.6601694544659451,1,0.6601694544659451
DJI_20250318172059_0022_V.JPG,57.847,-68.7,0.5040612917001546,1,0.5040612917001546
DJI_20250318172330_0023_V.JPG,63.477,-73.3,0.7343122514049287,1,0.7343122514049287
DJI_20250318172332_0024_V.JPG,63.353,-73.3,0.5899125446438834,1,0.5899125446438834
DJI_20250318172350_0025_V.JPG,63.612,-73.3,0.6035166264482894,1,0.6035166264482894
